review_id,customer_id,product_id,rating,review_text,review_date
745,541,123,5,amazing,2/22/2012
746,475,161,4,woow,4/11/2018
747,805,123,2,woow,9/11/2010
748,64,290,1,woow,1/18/2011
749,753,143,3,great service,9/16/2001
750,65,101,5,good,1/22/2013
751,292,181,2,Useful,3/27/2008
752,627,286,2,Useful,10/2/2015
753,993,318,5,woow,9/2/2016
754,205,247,1,good,10/8/2021
755,808,126,4,I will buy more,3/19/2001
756,370,311,5,I will buy more,12/9/2008
757,271,156,4,good,6/20/2010
758,402,143,3,I will buy more,9/1/2022
759,43,297,2,amazing,12/12/2002
760,377,150,4,woow,6/24/2002
761,122,105,3,very good product,8/28/2014
762,125,294,2,Useful,2/2/2013
763,480,310,2,great service,9/16/2003
764,78,280,2,very good product,11/15/2009
765,738,143,2,Useful,1/26/2009
766,680,332,3,great service,9/13/2007
767,447,193,5,lovely,6/9/2005
768,705,376,4,great service,4/12/2003
769,744,3,1,good,9/3/2010
770,729,214,5,woow,7/30/2013
771,644,323,1,great service,12/11/2009
772,462,127,3,Useful,6/23/2000
773,477,224,1,woow,11/20/2022
774,409,210,3,I will buy more,9/11/2013
775,853,400,3,very good product,2/23/2000
776,511,349,5,lovely,2/24/2003
777,886,328,1,woow,7/2/2009
778,39,289,1,lovely,7/24/2003
779,793,304,2,Useful,2/1/2024
780,754,253,3,woow,3/24/2009
781,570,262,1,lovely,4/13/2010
782,858,34,4,lovely,12/13/2021
783,1000,14,2,very good product,9/25/2009
784,861,288,2,very good product,10/27/2013
785,402,243,5,Useful,1/5/2002
786,160,195,2,amazing,11/29/2002
787,682,67,3,good,2/17/2013
788,840,14,4,woow,5/26/2005
789,608,199,1,I will buy more,6/25/2021
790,176,157,2,good,8/22/2010
791,328,298,3,amazing,8/20/2020
792,88,209,5,I will buy more,5/12/2000
793,363,380,1,very good product,1/8/2007
794,788,33,2,I will buy more,10/27/2008
795,561,201,4,I will buy more,8/14/2002
796,502,298,4,amazing,11/16/2000
797,289,388,5,amazing,8/25/2022
798,147,344,1,good,10/7/2023
799,60,245,3,I will buy more,8/29/2003
800,202,382,4,I will buy more,3/11/2017
801,262,1,3,very good product,1/10/2020
802,317,87,2,amazing,11/11/2009
803,623,145,1,Useful,11/6/2015
804,589,75,4,good,11/2/2021
805,651,49,1,amazing,6/30/2021
806,827,392,4,lovely,8/4/2022
807,938,69,1,good,1/26/2016
808,817,400,5,I will buy more,7/29/2018
809,483,182,2,I will buy more,6/22/2006
810,422,242,5,woow,3/25/2018
811,258,199,2,very good product,9/5/2017
812,789,122,5,amazing,7/18/2001
813,135,131,5,woow,2/4/2010
814,400,397,3,great service,8/12/2011
815,504,69,1,very good product,5/27/2006
816,388,384,3,amazing,11/2/2016
817,209,331,3,Useful,2/9/2011
818,677,48,4,Useful,12/30/2019
819,316,111,1,lovely,10/6/2008
820,879,165,2,very good product,1/31/2019
821,810,267,4,amazing,2/7/2021
822,295,75,2,very good product,5/9/2000
823,50,388,2,amazing,8/18/2022
824,392,201,1,woow,4/15/2011
825,549,56,1,good,8/26/2024
826,526,199,1,very good product,5/6/2002
827,711,99,4,Useful,1/15/2010
828,211,93,1,amazing,7/29/2007
829,490,311,2,amazing,6/21/2015
830,989,50,2,woow,5/24/2010
831,584,280,2,woow,4/17/2021
832,797,313,1,very good product,2/4/2014
833,781,200,3,lovely,12/10/2004
834,858,265,3,I will buy more,6/13/2012
835,782,400,2,lovely,9/19/2019
836,881,5,5,lovely,11/24/2023
837,846,247,5,woow,4/2/2023
838,324,21,4,Useful,4/2/2012
839,118,72,2,amazing,4/13/2021
840,301,150,3,lovely,6/5/2022
841,263,33,2,very good product,10/8/2003
842,955,334,5,lovely,11/21/2000
843,495,42,3,very good product,4/17/2016
844,759,365,1,woow,2/19/2021
845,357,7,4,good,6/22/2021
846,296,12,2,amazing,3/15/2019
847,551,126,1,I will buy more,10/18/2024
848,399,246,2,lovely,8/2/2000
849,586,97,2,Useful,4/26/2007
850,654,274,2,very good product,5/20/2010
851,728,76,1,amazing,5/19/2020
852,454,280,2,woow,6/30/2008
853,758,147,3,good,4/9/2012
854,826,109,5,amazing,3/10/2005
855,41,279,5,great service,5/3/2006
856,643,174,2,amazing,10/23/2008
857,287,116,1,great service,3/22/2016
858,368,171,1,great service,12/31/2021
859,311,395,1,I will buy more,6/27/2007
860,787,276,5,lovely,3/12/2022
861,66,316,3,lovely,12/9/2006
862,959,155,1,woow,6/12/2015
863,138,151,1,great service,11/18/2024
864,859,290,1,great service,1/24/2002
865,488,213,1,woow,7/25/2023
866,846,146,5,good,4/26/2021
867,174,223,3,good,12/23/2015
868,107,318,2,very good product,4/26/2016
869,694,57,3,woow,1/8/2013
870,386,220,4,woow,5/23/2011
871,603,156,1,good,6/7/2008
872,955,308,4,very good product,8/3/2002
873,908,53,2,very good product,1/29/2015
874,429,361,5,very good product,10/19/2015
875,180,304,5,Useful,11/20/2000
876,520,95,2,amazing,8/4/2009
877,353,327,1,I will buy more,4/29/2004
878,94,78,5,very good product,2/10/2013
879,552,339,5,lovely,4/23/2005
880,401,111,2,very good product,5/1/2019
881,102,83,4,lovely,6/4/2020
882,873,345,5,lovely,10/23/2024
883,238,312,1,Useful,7/8/2001
884,25,351,5,I will buy more,3/16/2021
885,879,344,3,I will buy more,3/10/2012
886,876,10,2,great service,10/14/2012
887,896,22,3,lovely,7/5/2005
888,40,239,1,woow,3/28/2010
889,400,353,3,good,8/17/2024
890,613,201,3,Useful,8/2/2000
891,753,101,3,very good product,7/18/2021
892,24,393,3,great service,10/25/2006
893,136,253,1,very good product,9/23/2019
894,646,187,4,very good product,11/6/2001
895,936,93,2,very good product,9/7/2008
896,386,133,5,great service,12/30/2016
897,80,171,5,great service,2/4/2005
898,903,3,5,lovely,11/19/2008
899,160,321,2,woow,1/31/2008
900,179,362,4,woow,10/21/2018
901,476,130,3,lovely,7/17/2017
902,969,338,2,Useful,10/27/2000
903,961,208,3,I will buy more,12/31/2012
904,707,222,1,very good product,2/14/2019
905,769,186,3,good,2/18/2022
906,734,78,5,good,4/3/2014
907,614,134,3,amazing,10/23/2000
908,599,69,4,amazing,5/16/2020
909,255,82,2,woow,1/2/2004
910,552,51,4,I will buy more,8/4/2000
911,349,29,4,good,5/11/2019
912,99,179,3,woow,11/18/2023
913,458,118,5,very good product,10/25/2010
914,488,110,1,great service,8/11/2011
915,867,216,3,lovely,6/10/2010
916,852,304,3,Useful,8/5/2014
917,216,86,5,very good product,10/11/2011
918,522,208,5,great service,5/4/2014
919,484,236,2,very good product,12/27/2008
920,821,369,4,great service,9/28/2007
921,657,34,1,lovely,1/13/2017
922,474,24,2,lovely,3/4/2019
923,584,301,5,very good product,8/27/2022
924,218,41,5,good,4/15/2017
925,41,69,4,Useful,10/15/2010
926,805,197,3,Useful,11/27/2011
927,48,34,2,good,10/31/2018
928,876,311,3,woow,6/17/2012
929,540,15,2,amazing,10/24/2018
930,77,371,1,woow,4/19/2015
931,374,393,4,woow,2/6/2017
932,458,54,5,amazing,12/5/2000
933,662,244,3,amazing,5/24/2009
934,270,336,5,Useful,9/16/2022
935,563,312,2,very good product,4/8/2009
936,957,273,2,woow,8/14/2022
937,873,236,4,lovely,1/15/2011
938,191,114,3,lovely,9/11/2003
939,463,218,1,amazing,11/10/2007
940,827,136,4,very good product,10/7/2013
941,542,284,1,great service,2/1/2004
942,377,261,3,amazing,4/30/2011
943,823,345,2,amazing,1/28/2016
944,448,342,2,very good product,3/27/2018
945,417,309,2,good,9/20/2022
946,78,323,5,very good product,12/2/2013
947,689,303,5,very good product,2/18/2024
948,576,47,3,Useful,2/8/2005
949,70,15,2,very good product,10/28/2002
950,256,165,5,woow,11/15/2016
951,214,74,3,I will buy more,12/20/2009
952,55,127,2,amazing,6/29/2014
953,746,367,3,woow,2/27/2022
954,758,150,4,good,3/4/2009
955,77,288,3,woow,3/18/2021
956,705,118,3,great service,5/23/2008
957,82,155,3,good,11/30/2004
958,73,362,4,amazing,1/31/2000
959,397,112,2,woow,12/28/2010
960,616,202,1,lovely,6/7/2020
961,163,6,1,amazing,12/23/2015
962,867,341,3,very good product,4/14/2010
963,880,386,5,lovely,7/27/2017
964,998,152,5,great service,8/6/2022
965,228,395,1,lovely,10/24/2009
966,995,394,3,amazing,1/1/2000
967,916,84,4,lovely,6/24/2011
968,430,25,1,lovely,11/15/2007
969,39,164,2,very good product,4/13/2012
970,628,161,3,very good product,6/28/2009
971,600,269,2,woow,6/12/2016
972,85,56,3,great service,10/4/2021
973,472,383,4,great service,8/6/2012
974,810,178,2,very good product,6/22/2000
975,213,66,2,Useful,8/24/2013
976,759,354,2,woow,7/30/2003
977,219,299,2,good,7/12/2020
978,955,272,1,very good product,3/7/2019
979,928,152,4,lovely,2/12/2015
980,508,279,1,woow,6/23/2015
981,778,286,2,great service,6/11/2015
982,502,288,1,lovely,10/27/2013
983,199,196,4,good,3/1/2013
984,855,382,5,woow,7/16/2013
985,629,26,1,good,8/10/2019
986,861,283,4,great service,2/5/2023
987,95,168,3,good,11/2/2019
988,448,162,1,Useful,10/25/2000
989,708,180,1,I will buy more,3/28/2001
990,834,211,4,amazing,2/23/2002
991,472,377,5,I will buy more,9/18/2024
992,853,204,3,amazing,8/27/2023
993,479,2,3,Useful,5/18/2008
994,701,373,3,Useful,10/5/2018
995,96,71,3,Useful,4/5/2006
996,712,354,4,amazing,1/2/2021
997,526,380,5,Useful,7/29/2017
998,910,68,3,amazing,8/14/2009
999,125,228,1,amazing,1/11/2018
1000,9,303,5,I will buy more,3/20/2000
1001,578,39,3,I will buy more,9/3/2012
1002,627,352,3,I will buy more,4/9/2003
1003,666,185,4,great service,4/10/2018
1004,352,247,4,lovely,6/30/2021
1005,7,171,1,I will buy more,2/19/2021
1006,859,65,4,great service,2/14/2023
1007,777,132,3,Useful,12/24/2023
1008,935,100,1,very good product,4/26/2006
1009,665,107,2,I will buy more,12/22/2008
1010,67,95,3,I will buy more,2/22/2011
1011,317,83,4,amazing,10/3/2005
1012,419,101,1,lovely,11/8/2013
1013,660,340,4,I will buy more,10/21/2024
1014,483,94,1,amazing,8/15/2017
1015,115,67,4,amazing,12/24/2020
1016,311,303,1,great service,7/16/2002
1017,353,326,2,great service,7/11/2018
1018,330,85,2,great service,11/8/2009
1019,8,64,2,very good product,7/28/2011
1020,201,302,2,Useful,10/5/2001
1021,825,382,2,I will buy more,7/14/2011
1022,275,63,1,very good product,12/31/2012
1023,985,117,3,very good product,6/4/2008
1024,656,133,2,lovely,12/25/2012
1025,120,136,1,good,6/15/2024
1026,814,326,2,great service,7/16/2014
1027,233,313,5,amazing,5/21/2008
1028,46,13,5,Useful,12/30/2015
1029,814,43,5,amazing,12/19/2002
1030,64,24,2,amazing,4/3/2003
1031,720,292,5,great service,12/1/2020
1032,592,107,1,great service,3/8/2010
1033,226,101,3,good,6/8/2024
1034,673,179,2,I will buy more,1/10/2016
1035,679,22,4,woow,12/18/2004
1036,622,293,4,good,12/30/2022
1037,563,377,3,woow,12/10/2011
1038,607,169,2,great service,11/16/2017
1039,825,159,4,very good product,2/15/2021
1040,553,235,1,great service,7/20/2022
1041,438,76,5,lovely,8/9/2007
1042,499,338,4,very good product,2/13/2013
1043,904,82,5,great service,9/24/2003
1044,964,288,5,woow,9/23/2011
1045,639,347,3,great service,1/27/2014
1046,406,73,3,Useful,6/22/2008
1047,703,199,5,lovely,8/23/2013
1048,302,368,4,woow,2/17/2000
1049,555,286,2,I will buy more,9/12/2008
1050,629,202,5,I will buy more,10/2/2022
1051,704,263,3,amazing,7/12/2016
1052,749,306,5,lovely,10/31/2001
1053,431,93,5,woow,6/29/2021
1054,485,383,4,lovely,8/19/2009
1055,359,63,1,woow,2/28/2002
1056,307,260,5,Useful,6/21/2016
1057,518,176,3,woow,9/14/2002
1058,417,377,4,lovely,11/30/2014
1059,317,210,5,amazing,7/8/2016
1060,8,357,2,great service,10/24/2022
1061,793,372,5,Useful,9/28/2004
1062,720,388,1,woow,10/8/2017
1063,935,314,4,amazing,5/28/2007
1064,622,164,4,lovely,11/1/2022
1065,976,91,1,good,10/19/2011
1066,659,270,4,woow,10/30/2007
1067,391,200,5,very good product,6/29/2022
1068,768,230,3,very good product,4/3/2015
1069,461,206,4,I will buy more,6/8/2019
1070,303,383,2,great service,8/21/2004
1071,568,179,2,lovely,5/24/2000
1072,505,263,4,amazing,11/20/2005
1073,219,101,5,woow,9/25/2011
1074,468,154,5,very good product,6/5/2011
1075,279,185,4,I will buy more,9/9/2006
1076,691,13,4,I will buy more,7/23/2021
1077,867,397,2,I will buy more,5/14/2004
1078,92,70,2,great service,1/2/2018
1079,243,101,3,I will buy more,2/25/2018
1080,775,333,4,Useful,10/14/2008
1081,359,287,5,lovely,8/17/2003
1082,778,16,5,lovely,3/7/2023
1083,994,146,2,very good product,1/31/2008
1084,527,333,1,great service,10/1/2003
1085,29,207,4,I will buy more,1/8/2007
1086,118,62,2,very good product,8/3/2010
1087,626,233,3,amazing,7/29/2008
1088,244,160,2,Useful,6/12/2012
1089,809,222,4,good,7/6/2011
1090,413,37,4,woow,1/6/2014
1091,128,114,4,amazing,12/20/2000
1092,206,13,5,amazing,11/19/2020
1093,36,170,4,woow,9/27/2014
1094,380,396,3,lovely,7/5/2007
1095,255,271,1,very good product,6/6/2012
1096,565,368,1,lovely,6/11/2024
1097,356,156,4,lovely,11/14/2016
1098,286,75,2,I will buy more,11/11/2017
1099,819,273,1,Useful,9/29/2020
1100,849,258,4,great service,1/24/2007
1101,943,89,1,amazing,1/3/2005
1102,39,346,5,lovely,11/7/2017
1103,456,179,3,woow,10/22/2012
1104,283,193,1,woow,3/18/2022
1105,806,373,2,I will buy more,10/4/2000
1106,453,83,4,very good product,2/18/2004
1107,558,87,4,I will buy more,3/6/2019
1108,126,326,3,good,1/5/2009
1109,838,143,2,woow,12/6/2019
1110,949,107,2,Useful,12/26/2007
1111,356,270,2,I will buy more,11/17/2004
1112,245,116,1,woow,9/26/2018
1113,550,366,3,amazing,11/10/2022
1114,384,115,1,good,8/4/2024
1115,774,368,3,Useful,4/21/2009
1116,187,229,4,Useful,11/25/2002
1117,521,316,4,I will buy more,5/5/2000
1118,978,184,2,very good product,3/17/2014
1119,110,38,2,good,8/12/2019
1120,793,312,2,great service,1/29/2017
1121,376,39,4,great service,3/1/2005
1122,666,153,2,good,12/28/2019
1123,841,58,5,Useful,8/16/2004
1124,186,79,5,great service,7/23/2013
1125,798,339,4,amazing,12/16/2016
1126,712,179,5,good,10/31/2015
1127,501,296,1,I will buy more,2/28/2006
1128,532,323,2,Useful,6/12/2017
1129,768,45,2,Useful,1/24/2021
1130,211,188,5,great service,1/7/2024
1131,32,381,4,Useful,4/11/2000
1132,194,303,4,woow,8/30/2016
1133,220,231,5,woow,9/17/2021
1134,151,86,4,great service,11/20/2022
1135,113,270,4,Useful,11/5/2007
1136,841,352,1,lovely,4/21/2017
1137,300,292,4,good,12/24/2007
1138,447,302,4,amazing,12/25/2013
1139,132,364,1,good,12/19/2012
1140,836,191,1,I will buy more,10/19/2005
1141,556,170,3,great service,3/12/2013
1142,597,72,4,great service,12/4/2023
1143,72,256,4,I will buy more,5/1/2000
1144,86,336,5,Useful,11/28/2016
1145,73,6,3,great service,3/15/2000
1146,163,166,2,amazing,8/8/2012
1147,262,318,1,very good product,11/18/2024
1148,838,233,5,very good product,12/31/2016
1149,678,16,4,very good product,7/5/2015
1150,796,80,3,great service,11/7/2013
1151,222,323,1,very good product,1/13/2013
1152,728,279,2,I will buy more,5/17/2006
1153,947,141,2,Useful,10/27/2018
1154,855,85,5,woow,10/4/2019
1155,666,18,1,woow,6/6/2015
1156,291,43,1,I will buy more,7/27/2012
1157,382,45,4,great service,9/23/2006
1158,106,60,1,I will buy more,12/12/2012
1159,393,371,4,good,3/23/2008
1160,131,315,3,very good product,6/30/2006
1161,259,13,4,good,5/6/2016
1162,607,72,2,good,12/20/2017
1163,849,398,4,woow,11/1/2009
1164,988,273,4,very good product,7/3/2023
1165,750,122,1,great service,6/3/2005
1166,218,84,2,good,5/17/2012
1167,893,400,4,lovely,8/22/2011
1168,68,174,4,Useful,8/23/2023
1169,624,295,5,I will buy more,11/11/2018
1170,156,60,5,amazing,10/21/2019
1171,212,246,3,woow,9/18/2011
1172,722,18,5,lovely,4/15/2009
1173,666,143,5,lovely,10/31/2009
1174,641,244,3,good,9/21/2002
1175,510,362,5,very good product,1/3/2004
1176,19,348,2,lovely,11/9/2003
1177,865,181,1,amazing,9/16/2015
1178,528,302,1,Useful,5/18/2006
1179,670,210,1,great service,9/18/2023
1180,252,141,1,great service,2/2/2015
1181,629,148,3,Useful,11/19/2012
1182,649,135,1,amazing,1/27/2002
1183,589,187,5,great service,7/26/2004
1184,731,116,3,good,11/3/2019
1185,422,257,3,I will buy more,7/9/2024
1186,92,51,3,woow,2/18/2016
1187,291,312,5,good,1/15/2014
1188,172,78,5,good,1/4/2004
1189,92,7,3,woow,8/4/2006
1190,895,369,2,Useful,9/25/2021
1191,445,110,2,amazing,7/23/2007
1192,242,146,2,lovely,5/6/2018
1193,462,244,3,amazing,10/30/2018
1194,821,287,4,Useful,2/19/2003
1195,319,224,4,very good product,2/27/2019
1196,631,69,4,amazing,6/5/2002
1197,166,298,5,great service,8/14/2012
1198,336,382,3,woow,8/29/2014
1199,949,117,5,good,9/17/2010
1200,438,95,3,good,12/18/2002
1201,988,83,2,lovely,5/4/2017
1202,234,273,5,very good product,6/10/2003
1203,454,143,4,woow,5/20/2009
1204,564,387,1,lovely,11/11/2015
1205,435,332,1,good,3/2/2022
1206,781,252,2,woow,10/7/2024
1207,744,117,1,good,11/28/2001
1208,301,144,5,I will buy more,3/1/2000
1209,321,352,2,Useful,11/4/2013
1210,756,225,1,I will buy more,3/19/2013
1211,462,243,3,good,11/5/2016
1212,607,350,1,very good product,4/29/2014
1213,752,29,1,very good product,5/15/2001
1214,855,236,2,Useful,2/5/2004
1215,654,282,2,amazing,3/16/2001
1216,414,187,4,Useful,1/9/2022
1217,377,265,1,Useful,11/4/2003
1218,876,70,3,woow,4/13/2003
1219,612,289,2,amazing,4/22/2000
1220,209,41,1,I will buy more,9/15/2001
1221,17,25,4,good,3/20/2001
1222,933,353,5,great service,9/28/2002
1223,665,359,4,very good product,9/10/2001
1224,965,327,1,lovely,11/24/2013
1225,65,171,1,great service,12/27/2016
1226,504,115,3,great service,6/20/2008
1227,581,173,3,lovely,1/15/2012
1228,556,333,4,lovely,2/25/2020
1229,950,47,5,amazing,6/19/2023
1230,497,190,1,great service,6/7/2017
1231,476,130,4,Useful,10/5/2000
1232,527,114,2,great service,7/27/2015
1233,747,245,5,good,1/9/2017
1234,353,6,3,woow,4/16/2018
1235,589,340,4,I will buy more,5/7/2020
1236,1,50,3,Useful,3/22/2002
1237,793,233,3,good,7/15/2016
1238,937,1,3,lovely,2/4/2005
1239,670,153,1,Useful,5/22/2010
1240,41,259,4,amazing,11/6/2010
1241,740,325,3,lovely,9/17/2003
1242,461,166,5,amazing,6/25/2001
1243,814,297,2,amazing,10/14/2003
1244,828,92,5,lovely,4/25/2018
1245,104,101,2,woow,2/15/2012
1246,367,123,4,very good product,2/28/2007
1247,744,105,4,Useful,12/15/2008
1248,366,236,3,Useful,3/28/2009
1249,389,174,3,very good product,10/17/2016
1250,148,27,3,I will buy more,8/23/2013
1251,499,276,4,lovely,5/29/2020
1252,678,319,3,very good product,4/23/2013
1253,40,70,3,lovely,2/1/2006
1254,962,174,3,great service,10/27/2002
1255,99,226,3,I will buy more,8/24/2017
1256,977,10,2,lovely,11/19/2010
1257,430,199,1,good,8/30/2019
1258,562,36,4,very good product,9/17/2009
1259,371,256,1,I will buy more,11/23/2023
1260,627,57,3,good,11/18/2013
1261,399,96,2,very good product,10/24/2009
1262,772,394,4,I will buy more,6/19/2021
1263,971,391,2,amazing,4/1/2009
1264,855,311,5,amazing,9/30/2000
1265,313,76,3,amazing,9/28/2017
1266,21,349,1,lovely,11/21/2017
1267,651,121,4,amazing,11/3/2019
1268,761,292,4,I will buy more,3/24/2011
1269,493,400,3,I will buy more,2/15/2004
1270,84,93,3,woow,8/3/2022
1271,994,46,4,great service,8/20/2005
1272,388,152,5,woow,5/12/2018
1273,981,34,3,I will buy more,7/11/2014
1274,657,109,5,woow,8/10/2008
1275,943,191,5,great service,3/26/2017
1276,794,278,2,very good product,9/13/2003
1277,872,259,2,very good product,8/21/2022
1278,460,386,5,very good product,2/3/2018
1279,199,187,5,lovely,2/3/2019
1280,793,103,4,great service,1/28/2002
1281,143,317,2,Useful,6/14/2017
1282,526,212,1,good,4/1/2008
1283,226,396,1,amazing,10/17/2002
1284,162,289,1,great service,3/24/2022
1285,20,147,5,amazing,9/22/2014
1286,860,360,5,very good product,3/21/2024
1287,642,278,2,great service,11/7/2018
1288,88,235,2,I will buy more,11/1/2006
1289,812,333,3,Useful,10/11/2005
1290,235,150,4,amazing,3/4/2018
1291,493,208,4,Useful,10/5/2017
1292,980,21,1,good,7/9/2014
1293,516,384,4,great service,5/1/2023
1294,622,222,5,Useful,4/21/2002
1295,237,386,1,woow,1/17/2003
1296,334,362,1,woow,8/27/2013
1297,377,12,4,good,4/19/2007
1298,330,378,2,good,3/9/2004
1299,639,293,2,lovely,7/26/2003
1300,545,77,3,I will buy more,11/3/2024
1301,525,393,3,very good product,6/29/2002
1302,839,124,3,lovely,8/23/2003
1303,95,391,4,Useful,11/4/2023
1304,754,123,2,lovely,7/1/2007
1305,663,280,1,Useful,12/15/2020
1306,541,366,3,Useful,11/12/2015
1307,170,70,2,Useful,1/20/2007
1308,192,296,4,lovely,12/7/2000
1309,372,239,4,great service,7/23/2024
1310,923,374,4,amazing,6/20/2008
1311,875,383,3,great service,7/28/2016
1312,849,337,4,great service,4/13/2002
1313,343,87,1,amazing,4/1/2004
1314,706,24,5,Useful,5/8/2018
1315,945,259,4,woow,12/30/2006
1316,430,233,4,great service,1/6/2024
1317,303,257,2,very good product,1/2/2013
1318,643,329,4,good,1/27/2013
1319,234,399,2,amazing,11/2/2001
1320,75,6,4,lovely,8/28/2018
1321,421,317,1,good,9/12/2018
1322,360,70,3,great service,10/6/2021
1323,622,376,3,great service,1/25/2021
1324,622,170,3,I will buy more,5/17/2001
1325,364,335,1,Useful,11/3/2005
1326,152,393,2,I will buy more,11/9/2003
1327,187,75,4,great service,10/24/2004
1328,25,248,4,lovely,10/23/2006
1329,484,330,5,I will buy more,10/6/2002
1330,128,159,5,woow,6/24/2016
1331,596,107,5,amazing,7/7/2002
1332,290,266,3,good,5/10/2018
1333,514,109,4,I will buy more,11/11/2003
1334,57,209,2,I will buy more,8/20/2017
1335,698,145,3,I will buy more,11/3/2000
1336,219,274,5,amazing,5/17/2024
1337,347,28,4,lovely,10/23/2014
1338,569,357,1,good,9/21/2005
1339,302,187,5,very good product,4/30/2019
1340,987,124,5,very good product,5/18/2021
1341,335,175,1,woow,8/28/2017
1342,717,272,4,I will buy more,4/16/2013
1343,659,367,3,lovely,2/20/2011
1344,133,103,5,Useful,8/22/2001
1345,734,44,5,very good product,2/12/2010
1346,893,294,1,Useful,6/22/2011
1347,679,334,2,Useful,6/30/2022
1348,812,241,5,Useful,4/26/2012
1349,657,170,5,good,11/12/2016
1350,741,396,2,Useful,6/25/2003
1351,959,200,2,lovely,9/21/2014
1352,941,391,1,very good product,8/29/2016
1353,984,224,1,amazing,1/30/2023
1354,322,306,1,amazing,2/7/2017
1355,816,165,1,good,4/7/2020
1356,759,65,4,great service,4/5/2001
1357,292,333,2,very good product,10/7/2003
1358,379,11,3,great service,9/27/2012
1359,481,114,4,woow,8/15/2008
1360,989,120,3,Useful,2/11/2016
1361,161,40,5,Useful,11/24/2024
1362,484,358,1,very good product,1/23/2018
1363,359,146,2,lovely,11/24/2002
1364,413,391,1,very good product,5/15/2018
1365,443,373,1,good,7/4/2013
1366,358,172,5,Useful,11/22/2006
1367,528,393,1,Useful,12/22/2001
1368,831,67,4,I will buy more,5/29/2022
1369,837,247,5,woow,6/2/2023
1370,537,244,5,good,6/16/2011
1371,12,229,1,good,6/12/2006
1372,386,285,4,I will buy more,6/29/2003
1373,392,89,1,good,9/8/2014
1374,805,372,1,amazing,6/6/2003
1375,952,245,1,I will buy more,5/21/2024
1376,541,375,3,woow,5/11/2019
1377,623,70,1,Useful,12/9/2010
1378,621,69,2,I will buy more,8/6/2023
1379,336,68,4,good,7/7/2019
1380,409,128,2,amazing,2/9/2018
1381,349,52,4,good,2/13/2006
1382,282,188,2,great service,3/12/2010
1383,607,8,2,Useful,7/22/2024
1384,468,293,1,very good product,12/12/2013
1385,915,24,4,very good product,7/1/2014
1386,587,336,2,Useful,9/17/2022
1387,379,274,2,very good product,12/26/2006
1388,533,274,3,lovely,3/1/2002
1389,299,185,3,very good product,11/20/2001
1390,814,85,5,I will buy more,8/28/2004
1391,325,245,5,Useful,6/12/2022
1392,895,5,2,woow,11/15/2017
1393,971,163,4,amazing,10/9/2020
1394,273,336,3,great service,4/3/2007
1395,61,198,3,woow,9/23/2003
1396,823,104,1,great service,9/12/2018
1397,918,187,3,Useful,4/17/2024
1398,829,117,4,great service,2/27/2005
1399,179,21,5,woow,2/8/2004
1400,110,184,3,amazing,8/14/2015
1401,5,191,3,amazing,9/6/2018
1402,977,324,1,lovely,4/9/2004
1403,144,177,3,very good product,7/23/2023
1404,626,207,3,amazing,1/15/2021
1405,767,138,3,Useful,9/13/2021
1406,627,65,5,very good product,11/16/2014
1407,562,31,3,good,3/7/2015
1408,747,335,2,I will buy more,8/9/2003
1409,435,62,2,woow,5/9/2010
1410,988,309,1,very good product,4/15/2008
1411,699,189,5,great service,12/21/2014
1412,872,37,1,very good product,10/28/2010
1413,295,347,5,I will buy more,9/28/2015
1414,125,131,1,woow,11/10/2007
1415,975,363,1,good,4/17/2021
1416,333,226,3,woow,8/4/2011
1417,533,260,1,very good product,3/16/2008
1418,258,292,2,lovely,8/2/2011
1419,312,224,1,Useful,4/24/2013
1420,251,157,4,woow,12/20/2002
1421,9,62,3,I will buy more,8/31/2012
1422,361,279,2,good,3/11/2018
1423,651,300,1,amazing,8/8/2019
1424,969,91,1,lovely,8/27/2016
1425,885,382,5,good,5/16/2008
1426,84,146,3,I will buy more,8/1/2020
1427,953,92,1,lovely,5/16/2024
1428,924,399,4,Useful,12/8/2011
1429,352,389,5,I will buy more,6/24/2001
1430,37,48,5,woow,7/2/2010
1431,462,314,2,very good product,1/20/2007
1432,221,220,4,very good product,10/26/2009
1433,104,200,2,lovely,4/1/2012
1434,165,167,4,great service,11/25/2022
1435,106,10,4,very good product,8/13/2011
1436,417,249,4,I will buy more,10/22/2008
1437,189,332,2,I will buy more,1/11/2015
1438,756,37,1,woow,7/6/2024
1439,67,163,5,great service,3/10/2004
1440,785,306,5,I will buy more,8/11/2008
1441,385,8,2,lovely,1/18/2021
1442,508,122,4,woow,8/4/2016
1443,731,12,4,lovely,4/2/2011
1444,562,368,1,Useful,4/16/2021
1445,549,226,1,lovely,2/16/2014
1446,149,223,3,Useful,7/24/2005
1447,621,309,5,woow,10/5/2015
1448,763,198,5,great service,6/14/2005
1449,341,83,2,good,12/19/2016
1450,252,239,3,Useful,2/15/2017
1451,145,149,1,woow,11/21/2013
1452,889,254,4,amazing,4/19/2008
1453,885,5,4,good,6/29/2004
1454,532,382,3,lovely,7/26/2021
1455,408,330,2,lovely,12/13/2002
1456,725,49,2,good,8/12/2019
1457,777,346,4,amazing,1/15/2022
1458,217,237,3,great service,5/6/2022
1459,389,115,3,great service,9/12/2010
1460,354,123,2,amazing,10/22/2020
1461,583,316,3,Useful,12/26/2019
1462,760,243,2,great service,1/7/2009
1463,331,96,3,amazing,2/12/2009
1464,150,114,5,amazing,3/20/2010
